Id,SalePrice
1461,128320
1462,141000
1463,200030
1464,180580
1465,183350
1466,173590
1467,165320
1468,157880
1469,173690
1470,132960
1471,207450
1472,87120
1473,105180
1474,149890
1475,103380
1476,312380
1477,227310
1478,254550
1479,256090
1480,493860
1481,317670
1482,186750
1483,175710
1484,168340
1485,151010
1486,185700
1487,357800
1488,232770
1489,183980
1490,236280
1491,184770
1492,101980
1493,153030
1494,274360
1495,282810
1496,219500
1497,185810
1498,150170
1499,153240
1500,150110
1501,153000
1502,129460
1503,277240
1504,209690
1505,220210
1506,193880
1507,303230
1508,206330
1509,161850
1510,147140
1511,154000
1512,192680
1513,155450
1514,246750
1515,189880
1516,156290
1517,127170
1518,158540
1519,230380
1520,131520
1521,145630
1522,160430
1523,126110
1524,118100
1525,119150
1526,111910
1527,111130
1528,133350
1529,143090
1530,148000
1531,127170
1532,246370
1533,165540
1534,114690
1535,165480
1536,126310
1537,95182
1538,122180
1539,197240
1540,227830
1541,150420
1542,156500
1543,154180
1544,82819
1545,113440
1546,120820
1547,131240
1548,133120
1549,130780
1550,143110
1551,116470
1552,145320
1553,226930
1554,107040
1555,172380
1556,111730
1557,241800
1558,98656
1559,226550
1560,140920
1561,233550
1562,117630
1563,120850
1564,163730
1565,165650
1566,199150
1567,90950
1568,226030
1569,205720
1570,129530
1571,85864
1572,145310
1573,219700
1574,156940
1575,209570
1576,228290
1577,168640
1578,147010
1579,144840
1580,180160
1581,142040
1582,114470
1583,338150
1584,214280
1585,123550
1586,79838
1587,96920
1588,147730
1589,125690
1590,123630
1591,242290
1592,123440
1593,104360
1594,233590
1595,238030
1596,202290
1597,187960
1598,172120
1599,148250
1600,163310
1601,85342
1602,125500
1603,86759
1604,256540
1605,231090
1606,166820
1607,197800
1608,193180
1609,162950
1610,145720
1611,139770
1612,183230
1613,187430
1614,123660
1615,244370
1616,238950
1617,106730
1618,108940
1619,138170
1620,246900
1621,152860
1622,141660
1623,229530
1624,231390
1625,122260
1626,172800
1627,192700
1628,271340
1629,151320
1630,323300
1631,195550
1632,197400
1633,139380
1634,183000
1635,166380
1636,141580
1637,225240
1638,202020
1639,191050
1640,242020
1641,165200
1642,207540
1643,211660
1644,199900
1645,225340
1646,144230
1647,150370
1648,136170
1649,119740
1650,139180
1651,123870
1652,87823
1653,88758
1654,147190
1655,123010
1656,138110
1657,148380
1658,147870
1659,109960
1660,130580
1661,422160
1662,365010
1663,364480
1664,504370
1665,265190
1666,316100
1667,355680
1668,292970
1669,235260
1670,296320
1671,282160
1672,437220
1673,269040
1674,243850
1675,196980
1676,203890
1677,200360
1678,494570
1679,366320
1680,305520
1681,208040
1682,281050
1683,186410
1684,160140
1685,159740
1686,157420
1687,137970
1688,174990
1689,172150
1690,172090
1691,158250
1692,226450
1693,142520
1694,173850
1695,133980
1696,278990
1697,134440
1698,357420
1699,242950
1700,221230
1701,266870
1702,269930
1703,237590
1704,276650
1705,194220
1706,442210
1707,198570
1708,204690
1709,245450
1710,204170
1711,224010
1712,255420
1713,275800
1714,216970
1715,189780
1716,183270
1717,151520
1718,240610
1719,195990
1720,205030
1721,165520
1722,243050
1723,170030
1724,214140
1725,235650
1726,183610
1727,161580
1728,172710
1729,149010
1730,151830
1731,139270
1732,141990
1733,120430
1734,124690
1735,113020
1736,118170
1737,302920
1738,181770
1739,318950
1740,247460
1741,190300
1742,151750
1743,150960
1744,227380
1745,208590
1746,173600
1747,203710
1748,236480
1749,154380
1750,144890
1751,211070
1752,111570
1753,178440
1754,226080
1755,148210
1756,124500
1757,106060
1758,159350
1759,160340
1760,150200
1761,163040
1762,197080
1763,146430
1764,116370
1765,204390
1766,193460
1767,221400
1768,134720
1769,149170
1770,124510
1771,133820
1772,150490
1773,126580
1774,167920
1775,117620
1776,125510
1777,107630
1778,127610
1779,109630
1780,162740
1781,130960
1782,94368
1783,130420
1784,97854
1785,132290
1786,178240
1787,164900
1788,257760
1789,107130
1790,91168
1791,246830
1792,159820
1793,137550
1794,127100
1795,126480
1796,100930
1797,157420
1798,110640
1799,102480
1800,114790
1801,148180
1802,133620
1803,154350
1804,131590
1805,129580
1806,116180
1807,169620
1808,136440
1809,235480
1810,145480
1811,232750
1812,229440
1813,129870
1814,86905
1815,71014
1816,88084
1817,148220
1818,166130
1819,109360
1820,249260
1821,48630
1822,141020
1823,256400
1824,130920
1825,132080
1826,88719
1827,97385
1828,142780
1829,154440
1830,154270
1831,133540
1832,226790
1833,156790
1834,114220
1835,226630
1836,140590
1837,237120
1838,123130
1839,74513
1840,258270
1841,129670
1842,109950
1843,151580
1844,113400
1845,125670
1846,146880
1847,132260
1848,259740
1849,128450
1850,120100
1851,147620
1852,119970
1853,124900
1854,146940
1855,134980
1856,186890
1857,188850
1858,173610
1859,114350
1860,155790
1861,113920
1862,326530
1863,324200
1864,324230
1865,283340
1866,295420
1867,232810
1868,295760
1869,189790
1870,205940
1871,229790
1872,160230
1873,261260
1874,142210
1875,205980
1876,203100
1877,216610
1878,223430
1879,129550
1880,122620
1881,285990
1882,249200
1883,184780
1884,207540
1885,220130
1886,288170
1887,197940
1888,272960
1889,157390
1890,141620
1891,126520
1892,108470
1893,132780
1894,226920
1895,140340
1896,133790
1897,134160
1898,112990
1899,108460
1900,118500
1901,174420
1902,145950
1903,167150
1904,138870
1905,181600
1906,175260
1907,172600
1908,114340
1909,128230
1910,124420
1911,181900
1912,238590
1913,212740
1914,75940
1915,236980
1916,120020
1917,234460
1918,129750
1919,155990
1920,190960
1921,387110
1922,277650
1923,191540
1924,206060
1925,212900
1926,356650
1927,126280
1928,154270
1929,118650
1930,115220
1931,139050
1932,150780
1933,149500
1934,184130
1935,161870
1936,196320
1937,189360
1938,171200
1939,184730
1940,181920
1941,174390
1942,179740
1943,171690
1944,281440
1945,306310
1946,168150
1947,248980
1948,186420
1949,228610
1950,166110
1951,259600
1952,210740
1953,154470
1954,174760
1955,139810
1956,377350
1957,158250
1958,288720
1959,170840
1960,111690
1961,121220
1962,91603
1963,107270
1964,111250
1965,131770
1966,127400
1967,267590
1968,393270
1969,340280
1970,433110
1971,465020
1972,350680
1973,229970
1974,290370
1975,516590
1976,247460
1977,388490
1978,347030
1979,274860
1980,170270
1981,322750
1982,181650
1983,172360
1984,157900
1985,230860
1986,214350
1987,151960
1988,164950
1989,182730
1990,203340
1991,198630
1992,207850
1993,154030
1994,261840
1995,176640
1996,242060
1997,286870
1998,346660
1999,251760
2000,290150
2001,216870
2002,226530
2003,250650
2004,245280
2005,191070
2006,197400
2007,246320
2008,186140
2009,189740
2010,185460
2011,241680
2012,153880
2013,177120
2014,189650
2015,187960
2016,194760
2017,187060
2018,129950
2019,119440
2020,115570
2021,100510
2022,185010
2023,191610
2024,259810
2025,358820
2026,167250
2027,154640
2028,161500
2029,153410
2030,237660
2031,199660
2032,210390
2033,224520
2034,142550
2035,210960
2036,174350
2037,179180
2038,214200
2039,167320
2040,303770
2041,211240
2042,202830
2043,184340
2044,210060
2045,193290
2046,152340
2047,164290
2048,129460
2049,181210
2050,169930
2051,93554
2052,133970
2053,135310
2054,89290
2055,151680
2056,117920
2057,117280
2058,202860
2059,136490
2060,166770
2061,169460
2062,135890
2063,102080
2064,143800
2065,126750
2066,137480
2067,127960
2068,156760
2069,91132
2070,107930
2071,103010
2072,172180
2073,141850
2074,62163
2075,131810
2076,112790
2077,138590
2078,130140
2079,150350
2080,102920
2081,135480
2082,225610
2083,146470
2084,93454
2085,117440
2086,115460
2087,123200
2088,116570
2089,76157
2090,119340
2091,247690
2092,149110
2093,152780
2094,243380
2095,146880
2096,83374
2097,246930
2098,165220
2099,77225
2100,254440
2101,151960
2102,127080
2103,98229
2104,149020
2105,244350
2106,107640
2107,212890
2108,108450
2109,111190
2110,136280
2111,138220
2112,140290
2113,121180
2114,109070
2115,148120
2116,94792
2117,166710
2118,121910
2119,94971
2120,107820
2121,90495
2122,126140
2123,79306
2124,166070
2125,184990
2126,175510
2127,224980
2128,131650
2129,82971
2130,143860
2131,99022
2132,127780
2133,134610
2134,129080
2135,101030
2136,234420
2137,112780
2138,150230
2139,143320
2140,127130
2141,119680
2142,117470
2143,142860
2144,123330
2145,123420
2146,140560
2147,141380
2148,139330
2149,142930
2150,194780
2151,101840
2152,251000
2153,168590
2154,258680
2155,117320
2156,315800
2157,223340
2158,222110
2159,181600
2160,154690
2161,242660
2162,513460
2163,296290
2164,221770
2165,171900
2166,145890
2167,216560
2168,207430
2169,188540
2170,220890
2171,136140
2172,133300
2173,143770
2174,227910
2175,275320
2176,286170
2177,238030
2178,189570
2179,122930
2180,278980
2181,179730
2182,220770
2183,184610
2184,133560
2185,114710
2186,147570
2187,146100
2188,144150
2189,71396
2190,261080
2191,260090
2192,257390
2193,245300
2194,259690
2195,92259
2196,104590
2197,114490
2198,117220
2199,181120
2200,151610
2201,144220
2202,138330
2203,179560
2204,152020
2205,130650
2206,132140
2207,162870
2208,213090
2209,214180
2210,115330
2211,95303
2212,103050
2213,236330
2214,153860
2215,93228
2216,174140
2217,99846
2218,104360
2219,95493
2220,88323
2221,241400
2222,253780
2223,276040
2224,199820
2225,152140
2226,231680
2227,177250
2228,232560
2229,233400
2230,144070
2231,189140
2232,176330
2233,179810
2234,210460
2235,232280
2236,277880
2237,358250
2238,196190
2239,242980
2240,159100
2241,175880
2242,140100
2243,130210
2244,117510
2245,109360
2246,145820
2247,246310
2248,119930
2249,111900
2250,130230
2251,161910
2252,183770
2253,131940
2254,161500
2255,200440
2256,168690
2257,230240
2258,142500
2259,173710
2260,140770
2261,170790
2262,173710
2263,326660
2264,533400
2265,193230
2266,230280
2267,406150
2268,304300
2269,158180
2270,158930
2271,206130
2272,196160
2273,163770
2274,174090
2275,181210
2276,157170
2277,205880
2278,159730
2279,120860
2280,123640
2281,185550
2282,180930
2283,91617
2284,109600
2285,130990
2286,123510
2287,288550
2288,258520
2289,382780
2290,445310
2291,283650
2292,364020
2293,460680
2294,360070
2295,489940
2296,297310
2297,257860
2298,287130
2299,394060
2300,331030
2301,232440
2302,262310
2303,234160
2304,232120
2305,195290
2306,197550
2307,193120
2308,226940
2309,234620
2310,170350
2311,195020
2312,177920
2313,168970
2314,164680
2315,164350
2316,178950
2317,183080
2318,164730
2319,157950
2320,156610
2321,211330
2322,157960
2323,158020
2324,144800
2325,201040
2326,142200
2327,195660
2328,214430
2329,186380
2330,168430
2331,373950
2332,363890
2333,320980
2334,252030
2335,243900
2336,355270
2337,207890
2338,263350
2339,205390
2340,383460
2341,220340
2342,213680
2343,220170
2344,215410
2345,230080
2346,194570
2347,200990
2348,207370
2349,173930
2350,245330
2351,237900
